Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
"NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Not Allowed)","2/8/2024","5/8/2027","K18","NIH","NIDCD","None","PAR-24-143","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-143.html"
"NIDCD Research Career Enhancement Award for Established Investigators (K18 Independent Basic Experimental Studies with Humans Required)","2/8/2024","5/8/2027","K18","NIH","NIDCD","None","PAR-24-142","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-24-142.html"
"NIDCD Research Career Enhancement Award for Established Investigators (K18 Clinical Trial Required)","2/8/2024","5/8/2027","K18","NIH","NIDCD","None","PAR-24-140","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-140.html"
"AHRQ Health Services Research Demonstration and Dissemination Grants (R18)","2/6/2024","5/27/2029","R18","AHRQ","AHRQ","None","PA-24-156","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-156.html"
"AHRQ Small Health Services Research Grant Program (R03)","2/6/2024","7/18/2029","R03","AHRQ","AHRQ","None","PA-24-155","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-155.html"
"AHRQ Health Services Research Projects (R01)","2/6/2024","7/7/2029","R01","AHRQ","AHRQ","None","PA-24-154","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-154.html"
"Notice of Special Interest (NOSI): National Center for Complementary and Integrative Health (NCCIH) T32 Complementary and Integrative Health Practitioner Supplement Program for Pre- and Postdoctoral Candidates","2/5/2024","11/3/2026","Admin Supp","NIH","NCCIH","None","NOT-AT-24-033","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AT-24-033.html"
"Drug Development Tools Research Grants (U01) Clinical Trials Optional","2/5/2024","5/14/2025","U01","FDA","FDA","None","RFA-FD-24-030","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-FD-24-030.html"
"NIH Blueprint and BRAIN Initiative Diversity Specialized Predoctoral to Postdoctoral Advancement in Neuroscience (D-SPAN) Award (F99/K00 Clinical Trial Not Allowed)","2/2/2024","10/7/2026","F99/K00","NIH","NINDS","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NIDCR, NIEHS, NIMH, OBSSR","RFA-NS-24-030","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-24-030.html"
"Notice of Special Interest (NOSI): RNA Delivery Technologies to Allow Specific Tissue Target Homing (RNA-DASH)","2/2/2024","1/6/2027","R43/R44,R41/R42","NIH","NIAID","NCATS, NCI","NOT-AI-24-007","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-AI-24-007.html"
"Notice of Special Interest (NOSI): Impact of Policy Interventions Aimed at Addressing Social Determinants of Health to Improve Functioning and Well-being for People with Serious Mental Illnesses","2/1/2024","1/9/2026","R34,R01","NIH","NIMH","None","NOT-MH-24-340","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-24-340.html"
"NCCIH Natural Product Mid Phase Clinical Trial (R01 Clinical Trial Required)","2/1/2024","11/14/2026","R01","NIH","NCCIH","None","PAR-24-115","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-115.html"
"NCCIH Natural Product Early Phase Clinical Trial Award (R33 Clinical Trial Required)","2/1/2024","11/14/2026","R33","NIH","NCCIH","None","PAR-24-116","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-116.html"
"Notice of Special Interest (NOSI): Strategies to Address Stigmatizing Beliefs and Policies Affecting People Who Use Drugs","1/31/2024","1/8/2027","R01,R34","NIH","NIDA","None","NOT-DA-25-029","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-25-029.html"
"NIAID SBIR Phase II Clinical Trial Implementation Cooperative Agreement (U44 Clinical Trial Required)","1/29/2024","1/14/2027","U44","NIH","NIAID","None","PAR-24-099","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-099.html"
"NIAID Clinical Trial Implementation Cooperative Agreement (U01 Clinical Trial Required)","1/29/2024","1/14/2027","U01","NIH","NIAID","None","PAR-24-100","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-100.html"
"Understanding Mechanisms and Outcomes of Trained Immunity (R01 Clinical Trial Not Allowed)","1/25/2024","1/8/2027","R01","NIH","NIAID","None","PAR-24-112","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-112.html"
"Understanding Mechanisms and Outcomes of Trained Immunity (R21 Clinical Trial Not Allowed)","1/25/2024","1/8/2027","R21","NIH","NIAID","None","PAR-24-111","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-111.html"
"Notice of Special Interest: Administrative Supplements for Complementary Health Practitioner Research Experience (Admin Supplements)","1/23/2024","11/3/2026","Admin Supp","NIH","NCCIH","None","NOT-AT-24-032","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-AT-24-032.html"
"Limited Competition: Specific Pathogen Free Macaque Colonies to Support HIV/AIDS Research (U42 Clinical Trial Not Allowed)","1/22/2024","1/8/2027","U42","NIH","ORIP","OAR","PAR-24-129","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-129.html"
"International Research Scientist Development Award (IRSDA) (K01) Independent Clinical Trial Not Allowed","1/22/2024","3/10/2026","K01","NIH","FIC","NCI, NEI, NIDCD","PAR-24-113","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-113.html"
"Analytical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders (U44 Clinical Trial Optional)","1/22/2024","6/26/2026","U44","NIH","NINDS","None","PAR-24-098","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-098.html"
"Clinical Validation of a Candidate Biomarker for Neurological or Neuromuscular Disorders (U44 Clinical Trial Optional)","1/22/2024","6/23/2026","U44","NIH","NINDS","None","PAR-24-096","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-096.html"
"International Research Scientist Development Award (IRSDA) (K01 Independent Clinical Trial Required)","1/18/2024","3/10/2026","K01","NIH","FIC","NCI, NIDCD","PAR-24-114","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-114.html"
"High Priority HIV and Substance Use Research (RM1 Clinical Trial Optional)","1/17/2024","2/12/2027","RM1","NIH","NIDA","None","RFA-DA-25-060","RFA","Optional","https://grants.nih.gov/grants/guide/rfa-files/RFA-DA-25-060.html"
"Notice of Special Interest (NOSI): Use of Digital Technology and Mobile Health (mHealth) to Improve Diagnosis, Assessments, Interventions, Management and Outcomes for Individuals with Down Syndrome Across the Lifespan (R21 Clinical Trial Not Allowed)","1/17/2024","2/14/2025","R21","NIH","OD","NEI, NICHD","NOT-OD-24-044","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-24-044.html"
"Notice of Special Interest (NOSI): Translation of BRAIN Initiative Technologies to the Marketplace","1/8/2024","4/6/2027","R43/R44,R41/R42","NIH","NIMH","NCCIH, NEI, NIA, NIAAA, NIBIB, NICHD, NIDA, NIDCD, NINDS","NOT-MH-24-115","NOSIS","Not_Allowed","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-24-115.html"
"NIDDK High Risk Multi-Center Clinical Study Implementation Planning Cooperative Agreements (U34 Clinical Trial Optional)","1/4/2024","6/11/2027","U34","NIH","NIDDK","None","PAR-24-094","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-094.html"
"NIDA Mentored Clinical Scientist Development Program Award in Substance Use and Substance Use Disorder Research (K12 Clinical Trial Optional)","1/3/2024","11/14/2026","K12","NIH","NIDA","None","PAR-24-089","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-089.html"
"Notice of Special Interest (NOSI): Fundamental Mechanisms and Functions of Co-transmission in the Brain","1/2/2024","2/4/2027","R03,R21,P50,R01,R15","NIH","NIMH","NIDA, NIAAA","NOT-MH-24-105","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-24-105.html"
"Notice of Special Interest (NOSI): Neuromodulatory Control of Circuits Underlying Mental Health Relevant Behaviors","1/2/2024","5/10/2027","R15,R01,P50,R21,R03","NIH","NIMH","None","NOT-MH-24-100","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-24-100.html"
"Stephen I. Katz Early Stage Investigator Research Project Grant (R01 Basic Experimental Studies with Human Required)","12/22/2023","12/29/2026","R01","NIH","OD","NCI, NEI, NIA, NIAAA, NIAMS, NICHD, NIDA, NIEHS, NIMH, NINR","PAR-24-076","PAR","Basic_Trial","https://grants.nih.gov/grants/guide/pa-files/PAR-24-076.html"
"Stephen I. Katz Early Stage Investigator Research Project Grant (R01 Clinical Trial Not Allowed)","12/22/2023","12/29/2026","R01","NIH","OD","NCI, NEI, NHGRI, NHLBI, NIA, NIAAA, NIAID, NIAMS, NIBIB, NICHD, NIDA, NIDDK, NIEHS, NIMH, NINR, NLM, ORIP","PAR-24-075","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-075.html"
"NIDDK Education Program Grants (R25 Clinical Trial Not Allowed)","12/21/2023","1/31/2026","R25","NIH","NIDDK","None","PAR-24-074","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-074.html"
"Notice of Special Interest (NOSI): Behavioral Tasks Targeting Brain Systems Relevant to Anhedonia","12/20/2023","1/8/2027","R01","NIH","NIMH","None","NOT-MH-24-130","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-24-130.html"
"Investigator Initiated Clinical Trials of Complementary and Integrative Interventions Delivered Remotely or via mHealth (R01 Clinical Trial Required)","12/20/2023","11/18/2026","R01","NIH","NCCIH","None","PAR-24-086","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-086.html"
"Notice of Special Interest: National Cancer Institute Supports Applications for the Mentored Research Scientist Development Awards (K01) Within the Mission of the Division of Cancer Prevention","12/20/2023","5/8/2029","K01","NIH","NCI","None","NOT-CA-24-023","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-24-023.html"
"Notice of Special Interest (NOSI): Addressing Health Disparities and Advancing Health Equity in NIDDK Diseases","12/20/2023","1/8/2027","K23,R01,K08,RC2,K99/R00,K01,R03,K25,R43/R44,U01,R21,R41/R42,DP1,U34","NIH","NIDDK","None","NOT-DK-24-007","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DK-24-007.html"
"Notice of Special Interest: National Cancer Institute Supports Applications for the Mentored Research Scientist Development Awards (K01) Within the Mission of the Division of Cancer Control and Population Sciences","12/20/2023","5/8/2029","K01","NIH","NCI","None","NOT-CA-24-022","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-24-022.html"
"Limited Competition: Revision Applications of Existing NIH Centers for AIDS Research (CFAR) and Developmental Centers for AIDS Research (D-CFAR) Grants (P30 Clinical Trial Not Allowed)","12/20/2023","10/10/2025","P30","NIH","NIAID","None","PAR-24-080","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-080.html"
"Single Source: The NIGMS Human Genetic Cell Repository (U42 - Clinical Trial Not Allowed)","12/15/2023","6/11/2026","U42","NIH","NIGMS","None","PAR-24-055","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-055.html"
"Notice of Special Interest (NOSI): NIDCD is Interested in Supporting Research on the Impact of Post-Acute Sequelae of SARS-CoV-2 Infection on Mission Specific Sensory and Communication Disorders","12/14/2023","1/30/2027","R41/R42,R43/R44,R01,R21","NIH","NIDCD","None","NOT-DC-24-001","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DC-24-001.html"
"Notice of Special Interest (NOSI): Quantum Sensing Technologies in Biomedical Applications","12/13/2023","1/27/2027","R35,RM1,R21,R01,U01,R15,R13,K99/R00","NIH","NIBIB","NCATS, NCI, NEI, NHLBI, NIGMS","NOT-EB-23-022","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-EB-23-022.html"
"Notice of Special Interest:  Health Influences of Gender as a Social and Structural Variable","12/8/2023","10/1/2025","K08,R01,K23,R21,K01,R03,F31,R34","NIH","ORWH","FIC, NCI, NHLBI, NIA, NIAID, NICHD, NIDA, NIMH, NINDS, OAR, SGMRO","NOT-OD-24-038","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-24-038.html"
"Assessment of Climate at Institutions (ACt) Award (RC2 - Clinical Trial Not Allowed)","12/7/2023","2/21/2026","RC2","NIH","NIDCR","NCI, NIAMS, NIDA, NIGMS, NIMH, NIMHD, NINR","PAR-24-038","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-038.html"
"Omics Phenotypes Related to Down Syndrome for the INCLUDE Project (X01 Clinical Trial Not Allowed)","12/5/2023","3/14/2026","X01","NIH","OD","NHGRI, NHLBI, NICHD, NIDCD, NIDCR","PAR-24-081","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-081.html"
"Systems-Based Approaches to Improve Patient Safety by Improving Healthcare Worker Safety and Well-Being (R01 Clinical Trial Optional)","12/5/2023","1/20/2029","R01","AHRQ","AHRQ","None","PA-24-093","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-24-093.html"
"Notice of Special Interest (NOSI): Exploratory Cancer Immunology Projects and Technologies (ExCITe)","12/5/2023","11/17/2026","R21","NIH","NCI","None","NOT-CA-24-016","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-CA-24-016.html"
"NEI Small Business Innovation Research (SBIR) Cooperative Agreement for Early-Stage Clinical Trials with Greater than Minimal Risk (U44-Clinical Trial Required)","12/1/2023","1/8/2027","U44","NIH","NEI","None","PAR-24-066","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-066.html"
"Short-Term Research Education Program to Enhance Diversity in Health-Related Research (R25 Clinical Trial Not Allowed)","11/30/2023","8/20/2026","R25","NIH","NHLBI","None","RFA-HL-25-001","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-25-001.html"
"Alcohol Research-Related Resource Award (R24 Clinical Trial Not Allowed)","11/30/2023","9/26/2026","R24","NIH","NIAAA","None","PAR-24-071","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-071.html"
"Addressing Health and Health Care Disparities among Sexual and Gender Minority Populations (R01 - Clinical Trials Optional)","11/30/2023","1/8/2027","R01","NIH","NIMHD","NCCIH, NCI, NIAAA, NICHD, NIDA, NIDDK, NIMH, OBSSR","PAR-24-077","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-077.html"
"Providing Research Education Experiences to Enhance Inclusivity for a Diverse Substance Use and Addiction Scientific Workforce (R25 Clinical Trials Not Allowed)","11/29/2023","11/14/2026","R25","NIH","NIDA","NIAAA","PAR-24-048","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-048.html"
"Notice of Special Interest (NOSI): SBIR/STTR Program Priorities to Bridge Gaps in Advancing the NIMH Mission","11/29/2023","1/6/2027","R43/R44,R41/R42","NIH","NIMH","None","NOT-MH-24-110","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-24-110.html"
"Notice of Special Interest (NOSI): SBIR/STTR High-Priority Areas for Digital Mental Health Innovations","11/29/2023","1/6/2027","R41/R42,R43/R44","NIH","NIMH","None","NOT-MH-24-120","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MH-24-120.html"
"Notice of Special Interest (NOSI): Development and Application of Novel Chemical Approaches to Discover Therapeutic Targets for Substance Use Disorders","11/28/2023","5/8/2027","K01,R21,F31,F30,R03,F32,R01,K99/R00","NIH","NIDA","None","NOT-DA-25-027","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DA-25-027.html"
"Native American Research Centers for Health (NARCH) Planning Grants (R34 - Clinical Trial Not Allowed)","11/28/2023","7/9/2026","R34","NIH","NIGMS","None","PAR-24-041","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-041.html"
"Notice of Special Interest (NOSI): Data Informed, Place-Based Community-Engaged Research to Advance Health Equity","11/28/2023","1/8/2027","R01,R34,R21,UG3/UH3,K01,R03,P01,P50,K08,K23","NIH","NHLBI","NCI, NIDCR, NIEHS, NIMH, NIMHD, NINR, OBSSR, ODP, ORWH","NOT-HL-23-110","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-110.html"
"NINDS Exploratory Clinical Trials for Small Business (R41/R42 Clinical Trial Required)","11/27/2023","9/6/2026","R41/R42","NIH","NINDS","None","PAR-24-044","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-24-044.html"
"NINDS Exploratory Clinical Trials for Small Business (R43/R44 Clinical Trial Required)","11/27/2023","9/6/2026","R43/R44","NIH","NINDS","None","PAR-23-311","PAR","Required","https://grants.nih.gov/grants/guide/pa-files/PAR-23-311.html"
"Notice of Special Interest (NOSI): Tackling Acquisition of Language in Kids (TALK) R01 Research Projects","11/24/2023","11/6/2026","R01","NIH","NIDCD","NICHD","NOT-DC-24-010","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-DC-24-010.html"
"Competing Revisions to Existing NIH Single Project Research Grants and Cooperative Agreements (Clinical Trial Optional)","11/24/2023","11/24/2026","332","NIH","NIH","FIC, NCATS, NCCIH, NCI, NEI, NHGRI, NIA, NIAAA, NICHD, NIDA, NIDDK, NIMH, NIMHD","PA-23-317","PA","Optional","https://grants.nih.gov/grants/guide/pa-files/PA-23-317.html"
"Modules for Enhancing Biomedical Research Workforce Training (R25 - Independent Clinical Trial Not Allowed)","11/22/2023","1/28/2026","R25","NIH","NIGMS","None","PAR-24-040","PAR","Not_Allowed","https://grants.nih.gov/grants/guide/pa-files/PAR-24-040.html"
"Miniaturization and Automation of Tissue Chip Systems (MATChS) (UT1/UT2 - Clinical Trial Not Allowed)","11/21/2023","2/24/2026","UT1","NIH","NCATS","None","RFA-TR-23-018","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-TR-23-018.html"
"Miniaturization and Automation of Tissue Chip Systems (MATChS) (U43/U44 Clinical Trial Not Allowed)","11/21/2023","2/24/2026","U43/U44","NIH","NCATS","None","RFA-TR-23-017","RFA","Not_Allowed","https://grants.nih.gov/grants/guide/rfa-files/RFA-TR-23-017.html"
"NHLBI Program Project Applications (P01 Clinical Trials Optional)","11/20/2023","9/26/2026","P01","NIH","NHLBI","None","PAR-24-065","PAR","Optional","https://grants.nih.gov/grants/guide/pa-files/PAR-24-065.html"
"Notice of Special Interest (NOSI): Administrative Supplements to Support Addiction Science and Related Neuroscience Pilot Research Projects at NIMHD-Funded Research Centers in Minority Institutions (RCMI)","11/15/2023","4/18/2026","Admin Supp","NIH","NIMHD","NIDA","NOT-MD-23-019","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-MD-23-019.html"
"Notice of Special Interest: Leveraging Existing and Accessible Datasets for Implementation Research Strategies and Testing - LEAD FIRST","11/14/2023","1/8/2027","R01","NIH","NHLBI","None","NOT-HL-23-120","NOSIS","Optional","https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-120.html"
